,city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,Rent Frequnecy,Accommodation Types
1019, جدة,   حي المحمدية ,غرب,375,14,5,5,5,1,1,1,1,0,0,1,0,1,1,1,1,0,0,90000,Unkown,house
1020, الرياض,   حي الرائد ,غرب,350,0,6,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,300000,Unkown,Unkown
1021, جدة,   حي الروضة ,جنوب شرقي,400,3,6,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,120000,Unkown,apartment
1022, جدة,   حي الزمرد ,شمال,312,2,5,5,3,1,1,1,1,0,0,1,0,1,0,1,0,1,1,55000,Unkown,house
1023, الخبر,   حي مدينة العمال ,جنوب شرقي,348,30,5,5,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,65000,Unkown,house
1024, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,Unkown,house
1025, جدة,   حي الفلاح ,شمال شرقي,600,7,5,5,4,1,1,1,1,1,1,0,0,1,0,0,1,0,0,60000,Unkown,house
1026, الخبر,   حي الجسر ,شرق,400,16,7,5,2,1,0,1,1,1,1,1,0,1,0,0,1,0,0,75000,Unkown,house
1027, جدة,   حي المحمدية ,جنوب,330,11,3,5,2,1,0,1,1,0,1,1,0,1,0,1,1,0,0,75000,Unkown,house
1028, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,Unkown,house
1029, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000,Unkown,house
1030, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,Monthly,house
1031, الخبر,   حي الكورنيش ,جنوب,300,13,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,Unkown,house
1032, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,house
1033, جدة,   حي المروة ,شرق,400,9,5,5,2,1,1,1,1,0,0,0,0,1,0,0,0,1,0,50000,Unkown,house
1034, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,Unkown,house
1035, جدة,   حي الياقوت ,شمال,325,5,5,5,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,65000,Unkown,house
1036, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,35000,Unkown,Unkown
1037, الخبر,   حي الحزام الاخضر ,جنوب شرقي,574,30,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,180000,Unkown,house
1038, الرياض,   حي الازدهار ,شرق,900,20,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,250000,Unkown,house
1039, الرياض,   حي العقيق ,شمال,1200,15,7,5,4,1,1,1,1,0,1,1,1,1,0,0,1,0,0,400000,Unkown,house
1040, الخبر,   حي التحلية ,شرق,330,0,4,5,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,80000,Unkown,house
1041, جدة,   حي الروضة ,شرق,110,0,2,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,65000,Unkown,Unkown
1042, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,Unkown,house
1043, جدة,   حي الروضة ,شرق,110,0,2,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,65000,Unkown,Unkown
1044, جدة,   حي المحمدية ,شمال,356,10,5,5,3,1,1,1,1,0,1,1,1,0,0,0,1,0,0,125000,Unkown,floor
1045, جدة,   حي الحمراء ,شمال,750,30,7,3,4,1,1,1,1,0,1,1,0,1,0,0,1,0,0,320000,Unkown,Unkown
1046, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,house
1047, جدة,   حي طيبة ,شمال,600,3,5,5,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,38000,Unkown,house
1048, الرياض,   حي طويق ,شرق,215,2,5,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,90000,Unkown,Unkown
1049, الخبر,   حي العليا ,شمال,325,14,4,5,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,65000,Unkown,house
1050, الرياض,   حي الياسمين ,شمال,375,0,5,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,110000,Unkown,house
1051, الدمام,   حي الشاطئ الشرقي ,شرق,560,11,7,5,2,1,1,0,1,1,1,1,0,1,1,0,1,0,1,105000,Unkown,house
1052, جدة,   حي طيبة ,شمال,950,4,7,5,4,1,1,1,1,1,0,0,1,1,0,0,1,0,1,95000,Unkown,floor
1053, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,Unkown,floor
1054, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,Unkown,house
1055, جدة,   حي الروضة ,شرق,100,0,2,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,62000,Unkown,Unkown
1056, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,Unkown,Unkown
1057, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,Unkown,house
1058, الرياض,   حي الصحافة ,شمال,396,3,4,4,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,175000,Unkown,apartment
1059, الخبر,   حي اللؤلؤ ,غرب,330,0,6,4,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,floor
1060, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,Unkown,house
1061, الخبر,   حي اللؤلؤ ,غرب,437,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
1062, جدة,   حي الحمدانية ,شمال غربي,430,0,6,5,3,1,1,1,0,0,1,0,1,1,0,1,1,1,0,80000,Unkown,house
1063, الخبر,   حي التحلية ,شمال شرقي,625,0,7,5,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,90000,Unkown,house
1064, جدة,   حي ابحر الشمالية ,شرق,200,12,3,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,140000,Unkown,Unkown
1065, جدة,   حي الياقوت ,شرق,280,0,5,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,50000,Unkown,house
1066, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,Unkown,house
1067, الخبر,   حي العليا ,شمال,325,14,4,5,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,65000,Unkown,house
1068, الرياض,   حي القدس ,شرق,540,25,5,5,2,1,1,1,0,0,1,1,0,1,0,0,1,0,1,90000,Unkown,house
1069, جدة,   حي المحمدية ,جنوب غربي,550,9,5,4,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,135000,Unkown,house
1070, الخبر,   حي البحيرة ,غرب,375,0,4,4,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,80000,Unkown,house
