,city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,Rent Frequnecy,Accommodation Types
2414, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,Unkown,house
2415, الخبر,   حي المدينة الرياضية ,جنوب غربي,200,7,5,4,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,43000,Unkown,apartment
2416, الرياض,   حي المهدية ,شمال,250,0,5,5,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,45000,Unkown,house
2417, الرياض,   حي الوادي ,غرب,1200,20,7,5,5,1,1,1,1,1,1,1,0,1,0,1,1,0,1,350000,Unkown,apartment
2418, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
2419, الخبر,   حي الكورنيش ,جنوب,300,13,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,Unkown,house
2420, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000,Unkown,house
2421, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,Unkown,house
2422, جدة,   حي الروضة ,شرق,100,0,2,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,62000,Unkown,Unkown
2423, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
2424, الرياض,   حي العارض ,شمال,250,0,3,2,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,85000,Unkown,house
2425, الرياض,   حي القادسية ,جنوب,370,0,4,5,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,60000,Unkown,house
2426, الخبر,   حي الكورنيش ,جنوب,300,13,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,Unkown,house
2427, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
2428, الخبر,   حي العليا ,شمال,325,14,4,5,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,65000,Unkown,house
2429, جدة,   حي الزهراء ,جنوب,400,7,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000,Unkown,house
2430, الخبر,   حي الحزام الاخضر ,جنوب شرقي,574,30,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,180000,Unkown,house
2431, جدة,   حي الزهراء ,جنوب,400,7,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000,Unkown,house
2432, الرياض,   حي النرجس ,جنوب,250,5,5,5,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,120000,Unkown,house
2433, الدمام,   حي النورس ,شرق,200,6,3,5,2,1,1,0,1,1,1,0,0,1,0,0,1,0,0,70000,Unkown,house
2434, الرياض,   حي النفل ,جنوب,250,8,6,4,2,1,1,1,0,0,1,1,1,1,0,0,1,0,0,100000,Unkown,house
2435, الرياض,   حي القادسية ,جنوب,300,0,6,4,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,55000,Unkown,house
2436, جدة,   حي المحمدية ,شمال,250,8,4,3,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000,Unkown,house
2437, الرياض,   حي قرطبة ,شرق,312,10,4,5,2,1,0,1,1,0,1,0,0,1,0,0,1,0,1,85000,Unkown,house
2438, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
2439, جدة,   حي الزمرد ,3 شوارع,1600,10,4,5,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,80000,Unkown,house
2440, الرياض,   حي الرمال ,شمال,300,0,4,5,2,0,1,0,1,0,0,1,0,1,0,0,1,0,1,45000,Unkown,house
2441, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,Unkown,house
2442, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,Unkown,floor
2443, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,Unkown,house
2444, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,Unkown,floor
2445, الرياض,   حي العارض ,شمال,312,0,4,5,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,100000,Unkown,house
2446, الرياض,   حي الرمال ,جنوب,250,0,5,5,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,40000,Unkown,floor
2447, جدة,   حي المحمدية ,شرق,375,9,5,5,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,100000,Unkown,house
2448, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,Unkown,floor
2449, الرياض,   حي العقيق ,جنوب,812,20,7,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,150000,Unkown,house
2450, جدة,   حي المحمدية ,شرق,375,9,5,5,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,100000,Unkown,house
2451, الخبر,   حي مدينة العمال ,جنوب شرقي,348,30,5,5,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,65000,Unkown,house
2452, جدة,   حي الروضة ,جنوب غربي,250,10,4,4,2,1,0,0,0,0,1,1,0,1,0,1,1,0,0,100000,Unkown,house
2453, الخبر,   حي الامواج ,غرب,437,0,7,5,2,0,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
2454, الرياض,   حي حطين ,شرق,375,8,5,5,4,1,1,1,1,0,1,0,0,1,1,1,1,0,0,160000,Unkown,house
2455, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,Unkown,house
2456, جدة,   حي الياقوت ,غرب,250,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000,Unkown,house
2457, الخبر,   حي التحلية ,شمال شرقي,625,0,7,5,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,90000,Unkown,house
2458, الخبر,   حي مدينة العمال ,جنوب شرقي,348,30,5,5,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,65000,Unkown,house
2459, الدمام,   حي ضاحية الملك فهد ,شمال,250,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,Unkown,house
2460, الرياض,   حي الخالدية ,شرق,500,20,7,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,70000,Unkown,house
2461, جدة,   حي المرجان ,جنوب,400,3,7,5,5,1,1,1,1,0,1,1,0,1,0,0,1,1,0,140000,Unkown,house
2462, الرياض,   حي الاندلس ,جنوب غربي,600,30,7,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,40000,Unkown,house
2463, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,Unkown,Unkown
2464, الخبر,   حي الصواري ,شرق,450,0,5,5,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,80000,Unkown,house
2465, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,Unkown,house
2466, الرياض,   حي السويدي ,غرب,500,35,7,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000,Unkown,house
2467, الدمام,   حي الشعلة ,غرب,500,0,4,5,4,1,1,1,1,0,1,0,0,1,0,0,1,0,0,115000,Unkown,house
2468, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,Monthly,house
2469, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,Unkown,house
2470, الخبر,   حي اللؤلؤ ,غرب,437,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
2471, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,Unkown,house
2472, الرياض,   حي السليمانية ,شمال,300,15,7,5,2,1,0,1,1,0,1,0,0,1,0,1,0,0,0,80000,Unkown,Unkown
2473, الخبر,   حي الراكة الجنوبية ,شمال,200,4,6,5,2,1,1,0,1,0,1,0,1,1,0,1,1,0,0,85000,Unkown,house
2474, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000,Unkown,house
2475, الخبر,   حي اللؤلؤ ,غرب,330,0,6,4,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,floor
2476, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,Unkown,house
2477, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,house
2478, الخبر,   حي الراكة الجنوبية ,شمال,200,4,6,5,2,1,1,0,1,0,1,0,1,1,0,1,1,0,0,85000,Unkown,house
2479, جدة,   حي المحمدية ,غرب,350,14,4,5,4,1,0,1,0,0,0,1,0,0,0,1,1,0,0,130000,Unkown,house
2480, الخبر,   حي اللؤلؤ ,غرب,330,0,6,4,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,floor
2481, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,Unkown,house
2482, الخبر,   حي الحزام الاخضر ,جنوب شرقي,574,30,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,180000,Unkown,house
2483, الرياض,   حي حطين ,شمال,460,0,5,5,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,400000,Unkown,house
2484, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,Unkown,house
2485, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,Unkown,house
2486, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,Unkown,house
2487, جدة,   حي النهضة ,شمال,360,8,4,5,2,1,1,1,1,0,1,1,1,0,0,1,1,0,0,60000,Unkown,house
2488, الرياض,   حي الازدهار ,جنوب,375,8,6,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,95000,Unkown,house
2489, جدة,   حي الروضة ,شرق,100,0,2,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,62000,Unkown,Unkown
2490, الرياض,   حي النرجس ,شمال غربي,377,0,7,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,76000,Unkown,house
2491, جدة,   حي الزمرد ,شمال,1350,6,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,200000,Unkown,house
2492, جدة,   حي المحمدية ,غرب,640,5,5,5,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,370000,Unkown,house
2493, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,house
2494, الرياض,   حي الرمال ,غرب,300,0,5,5,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,46000,Unkown,house
2495, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,Monthly,house
2496, الرياض,   حي المونسية ,جنوب,312,0,3,4,2,1,1,0,1,0,0,1,0,1,0,0,1,1,0,65000,Unkown,house
2497, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,Unkown,house
2498, الرياض,   حي القيروان ,شمال,337,0,4,4,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,120000,Unkown,house
2499, جدة,   حي البساتين ,جنوب,350,10,4,4,2,0,1,1,1,0,1,1,0,1,0,1,0,0,0,90000,Unkown,house
2500, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,Unkown,house
2501, الدمام,   حي المنار ,شمال,300,0,7,5,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,50000,Unkown,house
2502, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,Unkown,Unkown
2503, جدة,   حي الروضة ,شرق,100,0,2,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,62000,Unkown,Unkown
2504, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
2505, الخبر,   حي التحلية ,شرق,330,0,4,5,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,80000,Unkown,house
2506, الخبر,   حي المدينة الرياضية ,جنوب غربي,200,7,5,4,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,43000,Unkown,apartment
2507, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,house
2508, الرياض,   حي لبن ,شمال,400,0,4,4,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,70000,Unkown,house
2509, الرياض,   حي المصيف ,شمال,600,20,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,125000,Unkown,house
2510, الرياض,   حي القيروان ,شرق,300,0,2,5,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,80000,Unkown,apartment
2511, جدة,   حي الشاطئ ,شرق,300,12,6,5,2,1,1,1,1,0,1,1,1,1,0,1,1,0,0,100000,Unkown,house
2512, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,Monthly,house
2513, الخبر,   حي التحلية ,شمال شرقي,625,0,7,5,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,90000,Unkown,house
2514, جدة,   حي النعيم ,غرب,325,8,5,5,3,0,1,1,1,0,0,1,1,1,0,1,1,0,0,100000,Unkown,apartment
2515, الخبر,   حي التحلية ,شرق,330,0,4,5,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,80000,Unkown,house
2516, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,Unkown,Unkown
2517, الخبر,   حي مدينة العمال ,جنوب شرقي,348,30,5,5,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,65000,Unkown,house
2518, الرياض,   حي الرمال ,شمال,390,0,1,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,48000,Unkown,apartment
2519, الخبر,   حي الحزام الاخضر ,جنوب,400,4,4,5,2,1,1,1,1,0,1,1,0,0,0,1,1,0,0,140000,Unkown,floor
2520, الدمام,   حي الشاطئ الشرقي ,شرق,450,12,5,5,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,100000,Unkown,floor
2521, الرياض,   حي الصحافة ,غرب,320,7,5,4,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000,Unkown,house
2522, الرياض,   حي المونسية ,جنوب,250,0,6,5,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,60000,Unkown,house
2523, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,Unkown,house
2524, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,Monthly,house
2525, الرياض,   حي المناخ ,شمال,600,5,7,5,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,140000,Unkown,floor
2526, جدة,   حي الكوثر ,شمال,220,8,5,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,25000,Unkown,house
2527, جدة,   حي طيبة ,شرق,312,0,5,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,70000,Unkown,house
2528, جدة,   حي الشاطئ ,غرب,1141,0,5,5,2,1,1,1,1,1,1,0,0,1,0,1,1,1,0,170000,Unkown,house
2529, الخبر,   حي الكورنيش ,جنوب,300,13,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,Unkown,house
2530, جدة,   حي الزمرد ,غرب,300,0,5,4,2,1,0,0,1,1,1,0,1,1,0,0,1,0,0,220000,Unkown,house
2531, الرياض,   حي العقيق ,جنوب,300,6,4,5,3,1,1,1,1,0,1,0,0,1,1,1,0,0,0,120000,Unkown,house
2532, جدة,   حي النعيم ,شمال,180,9,2,4,3,1,1,0,1,0,1,1,1,0,1,0,0,1,0,60000,Unkown,house
2533, الخبر,   حي المدينة الرياضية ,جنوب غربي,200,7,5,4,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,43000,Unkown,apartment
2534, جدة,   حي الياقوت ,شمال,220,5,5,5,2,1,0,1,1,1,1,1,0,1,0,1,0,0,0,70000,Unkown,house
2535, جدة,   حي طيبة ,شمال,600,3,5,5,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,38000,Unkown,house
2536, الرياض,   حي طويق ,شمال,260,0,6,5,3,0,1,0,1,0,0,1,0,1,0,0,1,0,1,60000,Monthly,house
2537, الرياض,   حي العارض ,شمال,326,0,4,5,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,140000,Unkown,house
2538, جدة,   حي الزمرد ,غرب,300,0,5,4,2,1,0,0,1,1,1,0,1,1,0,0,1,0,0,220000,Unkown,house
2539, الخبر,   حي الصواري ,شرق,450,0,5,5,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,80000,Unkown,house
2540, الخبر,   حي الكورنيش ,جنوب,300,13,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,Unkown,house
2541, الدمام,   حي المدينة الصناعية الثانية ,شمال,500,6,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32000,Unkown,Unkown
2542, جدة,   حي الزهراء ,جنوب,375,5,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,170000,Unkown,house
2543, الخبر,   حي العقيق ,جنوب,515,0,4,5,2,1,1,0,0,0,0,1,0,1,0,1,1,0,1,40000,Monthly,house
2544, الرياض,   حي النرجس ,شرق,250,0,4,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,90000,Unkown,house
2545, جدة,   حي بريمان ,جنوب,350,0,7,5,2,1,1,0,1,0,0,1,0,0,0,1,1,1,0,45000,Unkown,house
2546, الرياض,   حي النرجس ,شرق,230,0,3,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000,Unkown,house
2547, الرياض,   حي الصحافة ,غرب,375,2,5,5,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,90000,Unkown,house
2548, جدة,   حي البوادي ,شمال,550,17,7,5,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,100000,Unkown,house
2549, جدة,   حي الشاطئ ,شمال,300,0,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,250000,Unkown,Unkown
2550, الخبر,   حي التحلية ,3 شوارع,205,8,3,4,2,1,1,0,0,1,1,0,1,1,0,0,1,0,0,80000,Unkown,Unkown
2551, جدة,   حي البساتين ,جنوب,350,10,4,4,2,0,1,1,1,0,1,1,0,1,0,1,0,0,0,90000,Unkown,house
2552, الرياض,   حي الرفيعة ,شرق,400,6,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,120000,Unkown,house
2553, جدة,   حي الياقوت ,غرب,250,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000,Unkown,house
2554, الخبر,   حي التحلية ,شرق,267,3,4,5,3,1,1,0,1,0,1,0,1,1,0,1,1,0,0,60000,Unkown,house
2555, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,Unkown,house
2556, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,Unkown,house
2557, الرياض,   حي الورود ,جنوب,400,21,4,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,80000,Unkown,house
2558, الخبر,   حي الحزام الاخضر ,جنوب,400,4,4,5,2,1,1,1,1,0,1,1,0,0,0,1,1,0,0,140000,Unkown,floor
2559, الخبر,   حي اللؤلؤ ,غرب,330,0,6,4,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,floor
2560, الخبر,   حي اللؤلؤ ,غرب,437,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
2561, الدمام,   حي الندى ,شمال,420,5,5,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,70000,Unkown,house
2562, الرياض,   حي العارض ,جنوب,440,0,4,4,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0,100000,Unkown,floor
2563, الخبر,   حي مدينة العمال ,جنوب شرقي,348,30,5,5,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,65000,Unkown,house
2564, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,Monthly,house
2565, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,Unkown,house
2566, جدة,   حي الشاطئ ,شمال شرقي,300,2,3,4,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,150000,Monthly,house
2567, جدة,   حي المحمدية ,شرق,375,9,5,5,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,100000,Unkown,house
2568, الخبر,   حي الحزام الاخضر ,جنوب,400,4,4,5,2,1,1,1,1,0,1,1,0,0,0,1,1,0,0,140000,Unkown,floor
2569, الدمام,   حي ضاحية الملك فهد ,جنوب شرقي,250,0,7,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,32000,Unkown,house
2570, الدمام,   حي الحمراء ,شرق,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,Unkown,house
2571, الرياض,   حي ام الحمام الشرقي ,شرق,600,0,5,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,100000,Unkown,house
2572, الرياض,   حي العارض ,شرق,375,0,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,100000,Unkown,house
2573, الخبر,   حي اللؤلؤ ,غرب,437,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
2574, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000,Unkown,house
2575, جدة,   حي الياقوت ,غرب,250,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000,Unkown,house
2576, جدة,   حي ابحر الشمالية ,شمال,170,0,2,3,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,50000,Unkown,house
2577, الخبر,   حي الحزام الاخضر ,جنوب شرقي,574,30,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,180000,Unkown,house
2578, الخبر,   حي الكورنيش ,جنوب,350,10,5,5,5,1,1,1,1,0,1,0,0,1,0,1,1,0,0,150000,Unkown,house
2579, الرياض,   حي الرمال ,شمال,450,0,5,5,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,60000,Unkown,house
2580, جدة,   حي الزمرد ,شمال,312,2,5,5,3,1,1,1,1,0,0,1,0,1,0,1,0,1,1,55000,Unkown,house
2581, جدة,   حي الشاطئ ,شرق,500,15,7,5,5,1,1,1,1,0,1,1,1,1,0,0,1,0,0,120000,Unkown,house
2582, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
2583, الرياض,   حي القادسية ,غرب,250,0,5,5,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,55000,Unkown,house
2584, جدة,   حي المرجان ,شمال,240,4,4,5,2,1,1,1,1,0,1,1,1,1,0,0,0,0,0,150000,Unkown,floor
2585, الرياض,   حي الاسكان ,غرب,250,0,3,3,2,1,1,0,1,0,0,0,0,1,0,1,1,0,1,800000,Unkown,house
2586, الدمام,   حي طيبة ,جنوب,300,4,1,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,115000,Unkown,house
2587, الخبر,   حي الحزام الاخضر ,جنوب,400,4,4,5,2,1,1,1,1,0,1,1,0,0,0,1,1,0,0,140000,Unkown,floor
2588, الخبر,   حي مدينة العمال ,شرق,300,7,7,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,80000,Unkown,house
2589, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
2590, جدة,   حي طيبة ,شرق,312,0,5,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,70000,Unkown,house
2591, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,Unkown,house
2592, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,Unkown,house
2593, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
2594, الرياض,   حي طويق ,غرب,375,0,5,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,45000,Unkown,house
2595, الخبر,   حي الراكة الجنوبية ,شمال,200,4,6,5,2,1,1,0,1,0,1,0,1,1,0,1,1,0,0,85000,Unkown,house
2596, الخبر,   حي الراكة الجنوبية ,شمال,200,4,6,5,2,1,1,0,1,0,1,0,1,1,0,1,1,0,0,85000,Unkown,house
2597, الرياض,   حي بنبان ,شمال,840,0,5,5,2,1,1,1,1,0,1,1,1,0,0,0,1,1,0,150000,Unkown,house
2598, جدة,   حي طيبة ,شرق,312,0,5,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,70000,Unkown,house
2599, جدة,   حي الياقوت ,غرب,230,0,4,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000,Unkown,house
2600, الخبر,   حي الصواري ,شرق,450,0,5,5,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,80000,Unkown,house
2601, الخبر,   حي المدينة الرياضية ,جنوب غربي,200,7,5,4,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,43000,Unkown,apartment
2602, جدة,   حي الروضة ,شمال,300,3,4,4,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,145000,Unkown,house
2603, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,3,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,35000,Unkown,house
2604, الرياض,   حي النرجس ,شمال,300,0,4,3,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,70000,Unkown,house
2605, الخبر,   حي العليا ,شمال,325,14,4,5,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,65000,Unkown,house
2606, الخبر,   حي الكورنيش ,جنوب,300,13,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,Unkown,house
2607, جدة,   حي الروضة ,شرق,100,0,2,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,62000,Unkown,Unkown
